id,demand_for_prison,country_first_letter,lat,lng,date
13808,40461,E,51.5037601466,-0.113954357432,2016-01-01
13707,35460,E,51.5044469085,-0.157153801918,2016-01-01
13913,33484,E,51.5300164864,-0.0696171327238,2016-01-01
13809,32505,E,51.5307198247,-0.112840327822,2016-01-01
7033,28716,E,53.4874665961,-2.24259943867,2016-01-01
13598,23927,E,51.505117767,-0.200354937249,2016-01-01
13708,23325,E,51.5314072461,-0.156065256842,2016-01-01
13784,21980,E,50.8297220736,-0.141251802024,2016-01-01
13912,21746,E,51.503057483,-0.0707566433119,2016-01-01
13807,21344,E,51.4768003266,-0.115066656676,2016-01-01
9219,20913,E,54.9699469937,-1.59539619351,2016-01-01
5825,20186,E,51.4635492578,-2.57717990083,2016-01-01
13810,19995,E,51.5576793609,-0.111724564289,2016-01-01
9660,19811,E,53.3786995464,-1.4753333408,2016-01-01
13914,19541,E,51.5569753469,-0.0684758486216,2016-01-01
4744,19523,E,53.4029231024,-2.96408820467,2016-01-01
4031,18423,W,51.4859829895,-3.18235275599,2016-01-01
13599,17405,E,51.5320787489,-0.199291880183,2016-01-01
14113,17351,E,51.5285620645,0.0168238973509,2016-01-01
10485,16857,E,54.5637674616,-1.22826151475,2016-01-01
13911,16431,E,51.4760983369,-0.0718943840231,2016-01-01
9643,16193,E,52.9202827686,-1.4808885786,2016-01-01
13486,15809,E,51.5057727208,-0.243557723896,2016-01-01
13806,15725,E,51.4498403645,-0.116177229099,2016-01-01
14015,14986,E,51.5292972324,-0.0263957111391,2016-01-01
7032,14543,E,53.460501504,-2.24244553605,2016-01-01
13597,14513,E,51.4781566447,-0.201416343,2016-01-01
13811,14508,E,51.584638755,-0.110607063268,2016-01-01
14017,14424,E,51.5832134283,-0.0240602922667,2016-01-01
8166,14182,E,52.4898571428,-1.88360986026,2016-01-01
11057,13915,E,50.7869366056,-1.07927543599,2016-01-01
10722,13668,E,52.9454735308,-1.16806667144,2016-01-01
14014,13640,E,51.5023389191,-0.0275606990681,2016-01-01
14013,13492,E,51.4753804622,-0.02872387762,2016-01-01
9349,13463,E,53.8104856974,-1.56107797613,2016-01-01
14212,13156,E,51.5547677263,0.0612594767771,2016-01-01
15394,13086,E,51.5415805512,0.709658749482,2016-01-01
8664,12799,E,53.7840501014,-1.74347571965,2016-01-01
9348,12479,E,53.7835226184,-1.5613592497,2016-01-01
14211,12353,E,51.527810984,0.0600416531755,2016-01-01
13706,12345,E,51.4774864296,-0.158240656148,2016-01-01
7471,12270,E,53.5415954374,-2.10709991735,2016-01-01
14114,12171,E,51.5555195281,0.0180162115687,2016-01-01
13915,11980,E,51.5839340647,-0.067332787358,2016-01-01
10723,11963,E,52.9724383658,-1.16754910367,2016-01-01
13916,11911,E,51.6108926397,-0.0661879452752,2016-01-01
15107,11658,E,51.38375802,0.527847428292,2016-01-01
9513,11577,E,53.8103104403,-1.51552067381,2016-01-01
16172,11154,E,52.632495473,1.30870148841,2016-01-01
13030,11134,E,51.8857166424,-0.403153002322,2016-01-01
9045,11000,E,54.9700937513,-1.64225688887,2016-01-01
4499,10840,E,53.8065622086,-3.06444125386,2016-01-01
8165,10766,E,52.4628873081,-1.8836808368,2016-01-01
10850,10608,E,52.6215685684,-1.12990351203,2016-01-01
11058,10405,E,50.8139107575,-1.07874533281,2016-01-01
13704,10395,E,51.4235650484,-0.160409305922,2016-01-01
13413,10370,E,52.5847923291,-0.245017547865,2016-01-01
10181,10339,E,54.5643234201,-1.32104406435,2016-01-01
14330,10318,E,52.2009002508,0.134930773705,2016-01-01
13803,10312,E,51.3689596267,-0.119498620761,2016-01-01
6973,10233,E,51.8693425007,-2.23378739436,2016-01-01
13709,10210,E,51.5583674425,-0.154975017445,2016-01-01
4745,10067,E,53.4298848734,-2.9646983957,2016-01-01
5613,9947,E,53.7553196478,-2.69913843304,2016-01-01
7333,9914,E,53.622440475,-2.15266113479,2016-01-01
14012,9860,E,51.4484218617,-0.0298852505023,2016-01-01
13094,9762,E,53.7457776735,-0.333484149856,2016-01-01
13373,9633,E,51.5064117685,-0.286762122318,2016-01-01
13705,9626,E,51.4505258096,-0.159325822997,2016-01-01
11516,9598,E,52.2422213683,-0.917653289132,2016-01-01
6475,9596,E,53.5678553867,-2.42425150849,2016-01-01
12794,9333,E,52.1295305424,-0.482108728947,2016-01-01
7325,9262,E,53.4067200394,-2.15188643826,2016-01-01
9892,9221,E,50.9240060973,-1.41804030553,2016-01-01
12869,9115,E,54.2860586083,-0.403924731917,2016-01-01
13804,9072,E,51.3959200146,-0.11839320762,2016-01-01
13136,9047,E,51.4806785961,-0.37413517508,2016-01-01
8019,9028,E,52.4898922544,-1.92779198906,2016-01-01
10851,9025,E,52.6485346179,-1.12936850596,2016-01-01
11648,8984,E,52.2418105113,-0.873725835814,2016-01-01
13488,8972,E,51.5596958029,-0.241480977481,2016-01-01
13805,8850,E,51.4228802605,-0.117286078238,2016-01-01
13137,8847,E,51.5076421401,-0.373175596282,2016-01-01
11355,8832,E,51.4605319633,-0.979424129876,2016-01-01
8257,8694,E,50.7365104357,-1.84548766223,2016-01-01
10900,8675,E,53.9697155278,-1.10207391918,2016-01-01
14016,8582,E,51.5562554021,-0.0252289101149,2016-01-01
13487,8572,E,51.5327343317,-0.242520158233,2016-01-01
12580,8499,E,53.2359989523,-0.533156661312,2016-01-01
7180,8333,E,53.4605847364,-2.19726245608,2016-01-01
10140,8328,E,53.4319563694,-1.33921664763,2016-01-01
13596,8303,E,51.4511953819,-0.20247610082,2016-01-01
13600,8280,E,51.5590395903,-0.198227168406,2016-01-01
15684,8274,E,51.8876663998,0.904840716703,2016-01-01
13369,8234,E,51.3985614801,-0.290794716019,2016-01-01
13375,8156,E,51.5603360788,-0.284736404966,2016-01-01
4618,8116,E,53.4025502178,-3.00920365498,2016-01-01
6985,8104,E,52.1930030325,-2.2354833778,2016-01-01
8665,8097,E,53.8110136984,-1.74331129201,2016-01-01
7182,8066,E,53.5145149608,-2.19751316339,2016-01-01
13812,8045,E,51.6115980071,-0.109487821181,2016-01-01
8206,7989,E,53.7303362242,-1.88021924408,2016-01-01
13909,7887,E,51.4221796165,-0.0741645703124,2016-01-01
8499,7850,E,53.6493185008,-1.78967840851,2016-01-01
13908,7789,E,51.3952200421,-0.0752970231138,2016-01-01
16332,7731,E,51.3889359451,1.39066374397,2016-01-01
10862,7726,E,52.9451527619,-1.12342686654,2016-01-01
7034,7721,E,53.5144315654,-2.24275359031,2016-01-01
8429,7721,E,51.5726972375,-1.79938690308,2016-01-01
7469,7684,E,53.4876652325,-2.10696368625,2016-01-01
14306,7617,E,51.5539999985,0.104500845869,2016-01-01
9661,7615,E,53.4056641213,-1.47500180727,2016-01-01
13917,7611,E,51.6378510718,-0.0650413187052,2016-01-01
4878,7560,E,53.4032789441,-2.91897177043,2016-01-01
13016,7520,E,51.5082334614,-0.4163845927,2016-01-01
2354,7442,E,50.3664778655,-4.12452836451,2016-01-01
15035,7403,E,51.5733225916,0.495056289275,2016-01-01
6339,7353,E,53.75643106,-2.47165148462,2016-01-01
7044,7340,E,53.7840745133,-2.24430892316,2016-01-01
3317,7302,E,50.7263637164,-3.54567001919,2016-01-01
12521,7298,E,51.5104396205,-0.589234717745,2016-01-01
10490,7297,E,54.6985557511,-1.22570614565,2016-01-01
7164,7269,E,53.0291252456,-2.19528562602,2016-01-01
5824,7249,E,51.4365760056,-2.57683973742,2016-01-01
7179,7223,E,53.4336194401,-2.19713740598,2016-01-01
10489,7218,E,54.6715983413,-1.22621891478,2016-01-01
13489,7207,E,51.5866571343,-0.240440178317,2016-01-01
14395,7127,E,51.5532163462,0.147740279215,2016-01-01
6623,7069,E,53.756754751,-2.38065293384,2016-01-01
14485,7058,E,51.5793711099,0.192274080254,2016-01-01
15103,7036,E,51.2759621458,0.521924143782,2016-01-01
8504,7033,E,53.7841387562,-1.78900562412,2016-01-01
10634,6999,E,54.563462808,-1.18187147759,2016-01-01
12976,6996,E,53.7464013071,-0.378954606749,2016-01-01
15991,6980,E,52.0706120809,1.1356169667,2016-01-01
13257,6971,E,51.5879229632,-0.327003763354,2016-01-01
4605,6907,W,53.0520402909,-3.00099313324,2016-01-01
6476,6904,E,53.5948194925,-2.42452174934,2016-01-01
14210,6877,E,51.5008540965,0.0588257217999,2016-01-01
6897,6856,E,53.4873661809,-2.28781091991,2016-01-01
9624,6839,E,52.4078919888,-1.48692139417,2016-01-01
7559,6795,E,51.8965327095,-2.0595370791,2016-01-01
9218,6772,E,54.9429890082,-1.59566676517,2016-01-01
9666,6760,E,53.540485136,-1.47333608268,2016-01-01
9891,6758,E,50.8970303615,-1.41837644005,2016-01-01
5322,6755,E,54.0513230668,-2.7957465851,2016-01-01
9821,6754,E,53.4054573212,-1.42987873053,2016-01-01
8505,6747,E,53.8111024403,-1.7888704097,2016-01-01
7031,6691,E,53.4335362891,-2.24229188192,2016-01-01
4921,6660,E,54.8860077298,-2.95241434938,2016-01-01
6901,6643,E,53.595224928,-2.28854408965,2016-01-01
10049,6638,E,50.9237856844,-1.37536015127,2016-01-01
14962,6597,E,51.7359276826,0.460552674519,2016-01-01
5752,6589,E,53.5398740844,-2.65031368001,2016-01-01
5402,6549,E,52.0562041734,-2.71605121738,2016-01-01
9179,6540,E,53.8106436521,-1.6066357367,2016-01-01
10743,6473,E,53.5117084996,-1.15702132603,2016-01-01
9461,6459,E,52.4080750338,-1.53102009977,2016-01-01
14956,6458,E,51.574234451,0.451808260838,2016-01-01
7181,6441,E,53.4875499099,-2.1973877084,2016-01-01
13254,6383,E,51.5070349087,-0.329968092966,2016-01-01
4879,6372,E,53.430241063,-2.91955342419,2016-01-01
13776,6352,E,53.553029676,-0.0693372826324,2016-01-01
5452,6348,E,53.4584584279,-2.73943284027,2016-01-01
13138,6324,E,51.5346055464,-0.372214524383,2016-01-01
9877,6310,E,54.9152648633,-1.40874976312,2016-01-01
6536,6300,E,51.3834910976,-2.36062701976,2016-01-01
9508,6279,E,53.6754946716,-1.51706805175,2016-01-01
14699,6262,E,50.7682507058,0.281773651872,2016-01-01
9676,6248,E,53.8101178813,-1.4699638773,2016-01-01
9628,6216,E,52.5157674801,-1.48566641618,2016-01-01
14011,6188,E,51.4214631177,-0.0310448214123,2016-01-01
7329,6159,E,53.5145812377,-2.15227253337,2016-01-01
15976,6123,E,51.2895309694,1.08208142789,2016-01-01
10048,6122,E,50.8968101592,-1.37572094494,2016-01-01
5683,6118,E,51.463328662,-2.62036145825,2016-01-01
9719,6117,E,54.996355718,-1.45445178765,2016-01-01
4746,6111,E,53.4568465171,-2.96530957281,2016-01-01
9642,6056,E,52.893315956,-1.48121066687,2016-01-01
12053,6038,E,52.402264329,-0.737353809558,2016-01-01
16035,6022,E,51.8001295888,1.16032239563,2016-01-01
15990,6009,E,52.0436806536,1.13373026855,2016-01-01
9732,5948,E,50.9242109112,-1.46072097749,2016-01-01
13593,5941,E,51.370310751,-0.205645520395,2016-01-01
12175,5847,E,52.2939314219,-0.69644664646,2016-01-01
7165,5822,E,53.0560923869,-2.1954076947,2016-01-01
10386,5800,E,51.759461601,-1.27696844153,2016-01-01
14798,5767,E,51.4412533044,0.358334915456,2016-01-01
9819,5755,E,53.3515284512,-1.43059822854,2016-01-01
9662,5729,E,53.4326285721,-1.47466973817,2016-01-01
14304,5689,E,51.500087841,0.102016119455,2016-01-01
9820,5677,E,53.3784929484,-1.43023876972,2016-01-01
4549,5651,E,51.353107565,-2.9635193463,2016-01-01
14110,5645,E,51.4476888071,0.0132580555081,2016-01-01
12910,5638,E,51.8862998497,-0.446724191893,2016-01-01
13613,5634,E,51.9095177458,-0.184233774842,2016-01-01
13595,5623,E,51.4242339787,-0.203534214083,2016-01-01
7330,5615,E,53.5415462308,-2.15236944791,2016-01-01
9001,5612,E,53.70293008,-1.65308314621,2016-01-01
8314,5610,E,52.4898055343,-1.83942784406,2016-01-01
10578,5610,E,52.9727426655,-1.21221750922,2016-01-01
8064,5606,E,53.8651921629,-1.92545351687,2016-01-01
13139,5606,E,51.5615688152,-0.371251956313,2016-01-01
14314,5596,E,51.7696427812,0.11451750152,2016-01-01
14562,5592,E,51.4437855646,0.228946179858,2016-01-01
9815,5580,E,53.2436692189,-1.43203028534,2016-01-01
14111,5553,E,51.4746467039,0.0144448231142,2016-01-01
7327,5550,E,53.4606508838,-2.15207917389,2016-01-01
7616,5546,E,53.4876972411,-2.06175148709,2016-01-01
4500,5516,E,53.8335213118,-3.06512493601,2016-01-01
4432,5509,W,51.5954781622,-3.01195123942,2016-01-01
4631,5425,E,53.8069579047,-3.01889395512,2016-01-01
13135,5402,E,51.4537149146,-0.375093263837,2016-01-01
9375,5377,E,54.5384424394,-1.55330701083,2016-01-01
10724,5356,E,52.9994030741,-1.1670307072,2016-01-01
13376,5345,E,51.5872980254,-0.283721179861,2016-01-01
14112,5332,E,51.5016044564,0.0156334357991,2016-01-01
13777,5325,E,53.5799792636,-0.0681092987043,2016-01-01
13682,5322,E,50.8303925948,-0.183826770586,2016-01-01
